1.223513;1.844266;'Helmut?'
3.154000;4.670000;'Siehst Du mich? Gut.'
5.767800;7.702000;'Gut. Und wie fandest du es?'
15.446856;21.051627;'Mh, ich habe am Anfang gedacht, es geht um Fleisch, und ich wusste aber, dass Grohe ein Anbieter von Armaturen ist'
21.060623;24.753654;'aber ich habe ihn, aber ich, ja, aber ich,'
24.758152;25.001056;'<filler>'
25.001056;28.644607;'die Musik war gut, aber es war bisschen lang, also ich habe es ja, ich habe es recht schnell verstanden'
28.649105;32.418606;'dass man es nicht anfasst, mit den Fingern. Von daher habe ich nicht verstanden'
32.418606;34.352836;'warum die so viele Beispiele da gebraucht haben.'
39.728198;45.175532;'Ja okay, okay, und ich fands auch komisch, weil ich glaub, das Teil blinkt nicht wirklich, ich glaub das war ein Effekt'
45.175532;49.430839;'des blinkt ja nicht, wenn ich da rangehe, oder des war mir nicht ganz klar, weil des würd mich auch nerven, persönlich'
49.430839;53.956039;'wenn ich da rangehe und es blinkt. Also des fand ich jetzt auch, bisschen, bisschen komisch.'
56.580000;60.482943;'Ich, ich mein vielleicht blinkts auch, aber das fand ich etwas surreal, dass das so passieren soll.'
64.282000;64.647900;'Mhm'
69.718600;75.925301;'Also wie gesagt, ich muss sagen, die Musik fand ich gut, fand, fand auch, fand ich ganz nett zum Anhören, war'
75.925301;79.579680;'ja, aber viel zu lang, viel zu lang, also ich habe es recht schnell verstanden'
79.579680;84.692314;'und auch das dann dieses mit den Eiern und den ganzen Lebensmitteln, also, und ich habe auch nicht ganz verstanden'
84.692314;87.044878;'ist das Gerät jetzt gut, weil ich es nicht anfassen muss'
87.044878;91.412641;'dass es nicht dreckig wird oder weil es Wasser spart, oder das, das ist mir einfach nicht klar, dann'
91.619558;94.871765;'was mir das jetzt bringt, und und ob das'
98.749223;99.248524;'Ok.'
101.821501;102.076511;'Aber'
102.091393;103.404871;'<filler>'
103.404871;106.994443;'hast Du schonmal so einen Wasserhahn angemacht, mit dem Ellenbogen, kann ich mich nicht erinnern.'
107.358798;108.294426;'<laughter>'
108.294426;109.621398;'Ich würde da immer mit der Hand dranlangen.'
113.125100;113.344980;'Ok,'
113.344980;114.344980;'<slightlaughter>'
114.344984;119.562444;'ok. Weil ich würde es einfach mit der Hand anfassen, sogar wenn es ohne funktioniert, also, hat mich so einfach jetzt nicht'
119.659050;122.684203;'also ich würde mir das Produkt nicht kaufen, unabhängig davon, dass es wahrscheinlich sau teuer ist,'
122.711192;123.120529;'<slightlaughter>'
123.120529;123.835745;'würde ich es mir nicht'
128.945712;134.001701;'Ja, das ist so ein bisschen wie wenn man klatscht, wenn man so ein Licht will, also ich würd es mir nicht kaufen, oder?'
136.192330;136.680230;'Genau.'
137.816184;140.573587;'Die Kleingeld haben und den ganzen Tag nur teure Zutaten kochen.'
143.879772;144.113679;'<laughter>'
144.118177;146.920018;'Außerdem in gusseisernen Pfannen, ja.'
150.310700;150.905977;'<slightlaughter>'
150.905977;156.011447;'Das ist ein bisschen absurd, finde ich auch, weil er auch, er stilisiert das so hoch, also es ist voll vollkommene Trivialität'
156.011447;158.971269;'dass man sich die Hände wäscht und das wird dann so zelebriert. Hat so was.'
158.971269;159.825930;'<slightlaughter>'
170.108840;174.314700;'Ja, jeden interessiert es, das stimmt schon, weil jeder Hände wäscht, zumindest in'
