1.531700;2.244400;'Ja'
2.946500;3.276200;'können'
4.797300;7.754400;'Und, wie fandest Du den Film, den letzten?'
21.249942;21.414750;'Ok'
22.166687;26.632430;'ich fands ganz'
24.450993;28.264586;'... und da als'
30.273184;31.931566;'Ich fand auch das Fleisch'
33.538444;34.929013;'... kann ich eh nicht leider'
35.351333;37.473237;'dass man mit den Fingern in dem Teig rumrührt.'
42.293874;44.621788;'Also ... die Reklame'
44.621788;48.866500;'würd ... danach waschen'
71.042583;71.547308;'Ok'
72.371348;77.109581;'diese stylischen Wasserhähne kaufen wir uns dann alle morgen gleich'
77.150783;77.367093;'gell?'
88.388634;91.592091;'Ok, da hab ich jetzt gar kein Augenmerk drauf gehabt,'
91.668494;92.647893;'<laughter>'
92.658193;96.286300;'irgendwie, weißt, war dieses Drumherum am wichtigsten wahrscheinlich.'
96.286300;97.286300;'<breathing>'
113.053193;117.029188;'Aha, ich bin hin und weg, dass Du so technisch zur Hand gehst'
117.183696;118.048938;'ich hab das jetzt'
118.068688;118.522761;'<slightlaughter>'
118.543362;124.327096;'mir war viel wichtiger zu sehen, was mit diesem Wasser abgewaschen wird, die Hände'
124.347697;128.107381;'die farbigen oder die verschmutzten oder die schwarzen Hände'
128.735712;130.610404;'das blieb halt mir eher im Kopf.'
138.962200;139.366400;'Ja'
148.407800;152.890396;'Also wäre am besten nur Kinder für die, für den Werbefilm zu nehmen.'
153.836600;154.229462;'<slightlaughter>'
154.250063;160.008045;'Käme am besten an wahrscheinlich dann, gell, wie die da mit dem Wasser spielen.'
163.407212;165.199500;'Ok, und?'
