1.960800;2.755000;'Hallo?'
3.698200;4.070500;'Hey'
4.293900;5.609300;'Okay, wir sollen'
9.923900;10.507600;'Okay'
12.603100;14.564000;'Okay, ich fange an, ich fand das viel zu lang.'
15.926100;18.118541;'Also, und irgendwie'
18.118541;22.420088;'man man hatte die Produktidee ungefähr nach fünf Sekunden begriffen.'
30.070900;30.834300;'Eben, genau.'
35.758800;37.555000;'...'
40.533600;41.162541;'Ja das'
41.162541;41.454118;'<filler>'
41.454118;44.604900;'das mit dem Kind fand ich irgendwie ja noch ganz lustig, aber alles'
45.128800;45.518000;'Bitte?'
53.192450;54.079722;'Genau, und'
54.158103;54.431210;'<filler>'
54.431210;56.025600;'da hört es dann im Prinzip auch schon auf.'
56.220200;56.654300;'Also'
57.297900;57.719733;'<filler>'
57.719733;59.408400;'ich weiß nicht, ob wir diesen Wasserhahn brauchen.'
64.377800;64.893158;'<laughter>'
67.617680;71.063307;'Genau, ich finde, es fällt klar in die Kategorie Erste-Welt-Probleme'
71.063307;71.840846;'<laughter>'
72.236100;73.912500;'Mein Wasserhahn wird schmutzig'
75.454200;76.816300;'Ja, okay'
78.732200;80.962500;'Nein, also meins war es nicht'
83.058000;85.437900;'Nee das, nee, nur über das letzte.'
86.104200;88.017900;'Ja, was wir auch getan haben.'
88.253700;90.548200;'... glaube ich, muss man noch dieses Auflegen-Ding klicken.'
91.110500;91.554900;'...'
92.298500;93.613600;'Da ist so ein roter Hörer'
94.565900;97.295700;'Ich klick auch drauf, jetzt müssen wir glaube ich noch irgendwas dazu sagen.'
