0.669200;1.865600;'Hallo Niklas'
3.163400;3.508100;'Hi'
5.008700;7.401600;'Ja klar, bei Dir auch?'
8.172100;9.672700;'Was müssen wir denn jetzt machen?'
12.953859;16.668361;'Über den letzten nur, ja über das zuletzt gesehene Video.'
18.100383;19.713753;'Wie fandest Du den?'
25.814200;27.517600;'Aber viel zu lange, oder?'
32.201900;32.587100;'Ja'
34.554100;38.244800;'Ja, ich hab dann auch irgendwie gesagt, ich checke es schon, ich checke es schon, was du mir sagen willst.'
38.731400;41.854300;'Ja, also einmal mit Schokolade und weiß ich nicht was.'
42.178700;42.969600;'... nervig'
44.208209;44.802279;'Ja'
49.720555;50.596027;'Absolut'
50.596027;51.302658;'<breathing>'
51.302658;54.182336;'so, was können wir noch dazu sagen?'
54.182336;55.254789;'<breathing>'
56.133388;57.028800;'<filler>'
63.430300;67.952400;'Schon, stimmt. Das war achtzig Sekunden lang das Teil, also halt viel zu lang.'
68.236300;68.783800;'Ja'
70.183000;71.480800;'achtzig Sekunden'
71.841856;75.253070;'Nee, das muss echt nicht sein. Oder wenn wenn achtzig Sekunden'
75.253070;78.304716;'dann irgendwie spannender.'
79.328500;80.017900;'Ja'
86.571673;88.400784;'<filler>'
88.400784;92.921971;'ja am Anfang dachte ich mir, ach ganz cool, man kann hier mit dem Arm das öffnen und dann dachte ich mir, ja'
92.921971;98.118523;'es ändert sich ja auch, also es kommt jetzt nichts neues mehr, es dieses eine, wäre die eine Funktion'
98.118523;99.822566;'die andauernd unterstrichen wurde, also'
99.822566;100.585478;'<breathing>'
100.585478;101.270222;'<contempt>'
101.979300;103.155400;'War ganz schön nervig'
104.777700;105.852400;'Alles gut'
110.475900;115.087046;'Stimmt, ja, das Kind hat irgendwie gemalt, der Papa hat seinen Burger gegessen.'
115.087046;115.626500;'<slightlaughter>'
118.465500;120.711953;'<laughter>'
120.711953;122.784800;'Am laufenden Band hat sie gebacken.'
124.082600;125.082600;'<laughter>'
127.631300;131.200200;'Stimmt, mit Hack. Das war fast sexuell, muss ich sagen.'
133.153036;134.106400;'<laughter>'
138.845100;140.954100;'Da hätte bisschen mehr kommen können, das stimmt.'
142.130200;143.002200;'Sex sells'
144.452877;144.981287;'<slightlaughter>'
144.981287;148.048566;'Selbst wenn man einen hier, Wasserhahn verkauft.'
149.430400;150.430400;'<laughter>'
155.351600;156.162800;'Ja'
158.008100;161.070100;'Mich auch nicht, hat Dich ein anderer Spot angemacht, von denen?'
163.544000;164.416000;'Ja, stimmt.'
166.058500;167.985000;'Das erste war verstörend muss ich sagen.'
170.512239;171.092239;'Absolut'
171.092239;172.274126;'<slightlaughter>'
172.274126;174.636200;'Ja, wir, jetzt ist auch gleich um hier'
