4.643931;7.141734;'Ah, wir können ja sogar sprechen, hallo.'
12.150867;12.313179;'Ah'
12.313179;17.344855;'über den zuletzt ... ich hab mir das nur gerade durchgelesen da.'
22.426127;27.092601;'Also ich find am letzten, beim letzten Werbespot, der fängt halt ganz witzig an'
27.092601;31.871792;'aber ich weiß nicht, ich weiß nicht, langweilig, er ist wie so ein Kaugummi'
31.871792;32.489480;'viel zu lang.'
33.535491;36.745665;'Ja, wie lang hat der da denn jetzt gedauert, also, es hat sich nämlich angefühlt'
36.745665;39.991908;'als würde ich jetzt hier zwei Minuten sitzen und es passiert immer und immer'
39.991908;44.148902;'wieder das Gleiche und die ganze Zeit werden mir einfach nur irgendwelche Hände gezeigt und'
44.148902;44.662890;'<filler>'
44.698960;44.943020;'ja.'
54.987746;56.876879;'... die mit dem Smart ...'
56.998613;58.215954;'hast Du den noch nicht gekannt?'
58.986936;59.352139;'Ja'
60.551700;64.455954;'Guckst ja immer gerne Werbung! Guckst ja immer gerne Werbung!'
65.272023;69.158497;'Ja bei dem letzten, ich weiß nicht, es hätte halt gereicht, wenn man da zwei drei ... reinzieht und dann'
68.707039;71.516532;'und dann wäre es das gewesen, die andern'
97.238497;98.199900;'Sind wir uns einig.'
110.566127;115.642890;'Ja, die haben ja dieses, diese gesplitteten Bildschirme drei mal gehabt'
115.976532;117.626705;'also wenn man den wesentlich verkürzt,'
117.752948;119.467310;'<filler>'
118.316532;120.417572;'dann sollte man das nicht zu sehr splitten'
120.417572;122.103815;'weil man sonst nicht weiß wo man hinschauen soll.'
131.768900;136.071676;'Ich würd es halt so machen, man sieht halt Vollbild das Gemantsche und dass er dann da hintappt'
136.071676;141.103353;'das wird dann klein und in der anderen Hälfte kommt dann das, das Produkt wo halt die Kamera da so rumfährt'
141.103353;142.212486;'dass man das genauer sieht.'
162.711400;166.933526;'Ja grundsätzlich so von der Aufmachung her war er eigentlich schon gut, hat er mir schon gefallen, also mir hätte es auch'
167.028208;171.284393;'also ich hätte ihn auch in Ordnung gefunden, wenn er einfach nur nicht so lang gewesen wäre, dann wäre es auch okay gewesen'
