'Train_12';0.000000;1.499033e-001;-1.193970e+001;1.739698e+001;-4.608671e-002;-1.589452e-002;1.490455e-002;7.420086e+000;1.920694e+001;1.248360e+001;7.772949e-001;0;0;0;0;0;0;6.037994e+002;1.062991e+003;-201;1.854949e+003;-201;2.859810e+003;-201
'Train_12';0.010000;1.369030e-001;-9.117367e+000;1.418197e+001;-8.671992e-003;-7.157005e-003;2.975994e-002;5.903876e+000;1.669287e+001;1.431082e+001;-2.716795e+000;0;0;0;0;0;0;8.276142e+002;1.052961e+003;-201;1.983016e+003;-201;3.056271e+003;-201
'Train_12';0.020000;1.163017e-001;-7.768939e+000;1.316945e+001;4.994125e-002;3.643290e-003;3.342901e-002;5.367891e+000;1.407752e+001;1.518123e+001;-6.306784e+000;0;0;0;0;0;0;1.105948e+003;9.447918e+002;-201;2.159504e+003;-201;3.267843e+003;-201
'Train_12';0.030000;7.878920e-002;-7.708970e+000;1.235256e+001;7.978708e-002;4.439815e-003;2.356129e-002;4.223872e+000;1.588455e+001;1.651408e+001;-5.661033e+000;0;0;0;0;0;0;1.273070e+003;1.071320e+003;-201;2.128329e+003;-201;3.277419e+003;-201
'Train_12';0.040000;6.942060e-002;-8.856061e+000;1.507967e+001;1.244468e-001;3.011391e-003;1.248809e-002;4.880327e+000;1.369309e+001;9.778873e+000;-5.230059e+000;0;0;0;0;0;0;1.323449e+003;9.924019e+002;-201;2.249757e+003;-201;3.420041e+003;-201
'Train_12';0.050000;7.015747e-002;-7.104065e+000;1.311390e+001;1.180046e-001;-3.488942e-003;1.248329e-002;6.257133e+000;1.077442e+001;3.884842e+000;-7.224114e+000;0;0;0;0;0;0;1.039741e+003;1.115213e+003;-201;1.984248e+003;-201;3.237288e+003;-201
'Train_12';0.060000;7.875163e-002;-4.774125e+000;1.318458e+001;1.183283e-001;1.209537e-003;1.012612e-002;7.075577e+000;3.246666e+000;-2.489227e-001;-6.123468e+000;0;0;0;0;0;0;7.074883e+002;9.416528e+002;-201;1.709234e+003;-201;2.867405e+003;-201
'Train_12';0.070000;7.911329e-002;-1.155949e-001;9.237534e+000;7.649995e-002;5.578056e-003;9.161002e-003;5.681325e+000;-1.181083e+000;-6.823282e-001;-5.703222e+000;0;0;0;0;0;0;4.551645e+002;9.384125e+002;-201;1.374734e+003;-201;2.553211e+003;-201
'Train_12';0.080000;7.905995e-002;1.254506e+000;8.304071e+000;7.511587e-002;1.217522e-002;7.905532e-003;4.358325e+000;-3.156491e+000;5.849474e-001;-2.352154e+000;0;0;0;0;0;0;6.941439e+002;8.228578e+002;-201;1.709594e+003;-201;2.868870e+003;-201
'Train_12';0.090000;7.720400e-002;1.724651e+000;6.655971e+000;6.543794e-002;1.012920e-002;7.775559e-003;1.928108e+000;-1.145205e+000;2.449233e-001;-2.771288e+000;0;0;0;0;0;0;6.917349e+002;7.549158e+002;-201;1.742312e+003;-201;2.904071e+003;-201
'Train_12';0.100000;8.005308e-002;-7.145510e-001;7.620576e+000;6.961828e-002;5.513521e-003;7.175834e-003;3.063928e+000;3.412217e+000;2.570232e+000;-9.668078e-001;0;0;0;0;0;0;9.141583e+002;8.717143e+002;-201;2.008856e+003;-201;3.184185e+003;-201
'Train_12';0.110000;8.016155e-002;-4.685901e-001;7.413405e+000;6.325059e-002;7.770000e-004;7.379226e-003;1.976452e+000;3.414655e+000;5.287886e-001;-9.042413e-001;0;0;0;0;0;0;6.673835e+002;1.053274e+003;-201;1.667885e+003;-201;2.817663e+003;-201
'Train_12';0.120000;8.259214e-002;-1.310949e+000;9.118385e+000;5.598298e-002;2.634527e-003;7.490251e-003;3.097294e+000;3.717678e+000;5.871814e-001;3.270952e+000;0;0;0;0;0;0;6.880418e+002;1.185608e+003;-201;1.624251e+003;-201;2.738214e+003;-201
'Train_12';0.130000;8.411008e-002;-1.460456e+000;9.461873e+000;5.222737e-002;7.323265e-003;7.526874e-003;3.317657e+000;3.942941e+000;-3.184450e-001;6.407134e+000;0;0;0;0;0;0;4.369612e+002;1.495031e+003;-201;1.295476e+003;-201;2.438503e+003;-201
'Train_12';0.140000;8.520659e-002;-6.105934e-001;7.300577e+000;5.035749e-002;1.175455e-002;7.579578e-003;1.533030e+000;5.687626e+000;8.173087e-001;9.022282e+000;0;0;0;0;0;0;4.901278e+002;1.364034e+003;-201;1.307674e+003;-201;2.470789e+003;-201
