n_train_data.name	class	sid	corpus_id	gender	acted	arousal	valence	feat
/home/jkim/Corpus/recola_wav/P16_0.wav	0	16	7	0	0	0	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_0.wav.csv
/home/jkim/Corpus/recola_wav/P16_1.wav	0	16	7	0	0	0	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_1.wav.csv
/home/jkim/Corpus/recola_wav/P16_2.wav	0	16	7	0	0	0	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_2.wav.csv
/home/jkim/Corpus/recola_wav/P16_3.wav	0	16	7	0	0	1	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_3.wav.csv
/home/jkim/Corpus/recola_wav/P16_4.wav	0	16	7	0	0	1	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_4.wav.csv
/home/jkim/Corpus/recola_wav/P16_5.wav	0	16	7	0	0	2	1	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_5.wav.csv
/home/jkim/Corpus/recola_wav/P16_6.wav	0	16	7	0	0	2	2	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_6.wav.csv
/home/jkim/Corpus/recola_wav/P16_7.wav	0	16	7	0	0	0	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_7.wav.csv
/home/jkim/Corpus/recola_wav/P16_8.wav	0	16	7	0	0	1	1	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_8.wav.csv
/home/jkim/Corpus/recola_wav/P16_9.wav	0	16	7	0	0	1	2	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_9.wav.csv
