n_train_data.name	class	sid	corpus_id	gender	acted	arousal	valence	feat
/home/jkim/Corpus/recola_wav/P16_0.wav	0	16	7	0	0	0.405818350934494	0.188388352	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_0.wav.csv
/home/jkim/Corpus/recola_wav/P16_1.wav	0	16	7	0	0	0.43825743195967	0.237285014	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_1.wav.csv
/home/jkim/Corpus/recola_wav/P16_2.wav	0	16	7	0	0	0.247070446595885	0.2103872525	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_2.wav.csv
/home/jkim/Corpus/recola_wav/P16_3.wav	0	16	7	0	0	0.60839980257359	0.053665762	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_3.wav.csv
/home/jkim/Corpus/recola_wav/P16_4.wav	0	16	7	0	0	0.661037938922118	0.1475741505	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_4.wav.csv
/home/jkim/Corpus/recola_wav/P16_5.wav	0	16	7	0	0	0.827060161492527	0.4956678295	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_5.wav.csv
/home/jkim/Corpus/recola_wav/P16_6.wav	0	16	7	0	0	0.946035246155777	0.5494027075	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_6.wav.csv
/home/jkim/Corpus/recola_wav/P16_7.wav	0	16	7	0	0	0.251836867981591	0.127698842	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_7.wav.csv
/home/jkim/Corpus/recola_wav/P16_8.wav	0	16	7	0	0	0.461540180641124	0.3111243985	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_8.wav.csv
/home/jkim/Corpus/recola_wav/P16_9.wav	0	16	7	0	0	0.563318224146654	0.520227011	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_9.wav.csv
/home/jkim/Corpus/recola_wav/P16_10.wav	0	16	7	0	0	0.668526662380508	0.771308031	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_10.wav.csv
/home/jkim/Corpus/recola_wav/P16_11.wav	0	16	7	0	0	0.735816649377528	0.9732653945	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_11.wav.csv
/home/jkim/Corpus/recola_wav/P16_12.wav	0	16	7	0	0	0.687852403141092	0.9760647025	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_12.wav.csv
/home/jkim/Corpus/recola_wav/P16_13.wav	0	16	7	0	0	0.422228503429374	0.7875651465	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_13.wav.csv
/home/jkim/Corpus/recola_wav/P16_14.wav	0	16	7	0	0	0.221238178646832	0.0821036935	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_14.wav.csv
/home/jkim/Corpus/recola_wav/P16_15.wav	0	16	7	0	0	0.264424963671036	0.037009639	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_15.wav.csv
/home/jkim/Corpus/recola_wav/P16_16.wav	0	16	7	0	0	0.241428713779565	0.029855213	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_16.wav.csv
/home/jkim/Corpus/recola_wav/P16_17.wav	0	16	7	0	0	0.445818511028895	0	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_17.wav.csv
/home/jkim/Corpus/recola_wav/P16_18.wav	0	16	7	0	0	0.72713407094518	0.4543504795	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_18.wav.csv
/home/jkim/Corpus/recola_wav/P16_19.wav	0	16	7	0	0	0.788335664266336	1	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_19.wav.csv
/home/jkim/Corpus/recola_wav/P16_20.wav	0	16	7	0	0	0.955246571974645	0.813825974	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_20.wav.csv
/home/jkim/Corpus/recola_wav/P16_21.wav	0	16	7	0	0	0.884722881068829	0.4962810435	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_21.wav.csv
/home/jkim/Corpus/recola_wav/P16_22.wav	0	16	7	0	0	0.904991276135496	0.5078353905	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_22.wav.csv
/home/jkim/Corpus/recola_wav/P16_23.wav	0	16	7	0	0	0.906157077438141	0.552761401	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_23.wav.csv
/home/jkim/Corpus/recola_wav/P16_24.wav	0	16	7	0	0	1	0.447041303	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_24.wav.csv
/home/jkim/Corpus/recola_wav/P16_25.wav	0	16	7	0	0	0.53630387146595	0.4013553695	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_25.wav.csv
/home/jkim/Corpus/recola_wav/P16_26.wav	0	16	7	0	0	0.755383025318502	0.428138923	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_26.wav.csv
/home/jkim/Corpus/recola_wav/P16_27.wav	0	16	7	0	0	0.819733776092583	0.415233149	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_27.wav.csv
/home/jkim/Corpus/recola_wav/P16_28.wav	0	16	7	0	0	0.824161892240782	0.3828139895	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_28.wav.csv
/home/jkim/Corpus/recola_wav/P16_29.wav	0	16	7	0	0	0	0.2597961295	/home/jkim/Workspace/Workspace_surf/Exp/feature_ext/feature/csv/LLD/FEAT/RAW//P16_29.wav.csv
