Train_21;0.0;0;0.0
Train_21;0.1;0;0.0
Train_21;0.2;0;0.0
Train_21;0.3;0;0.0
Train_21;0.4;0;0.0
Train_21;0.5;0;0.0
Train_21;0.6;0;0.0
Train_21;0.7;0;0.0
Train_21;0.8;0;0.0
Train_21;0.9;0;0.0
Train_21;1.0;0;0.0
Train_21;1.1;0;0.0
Train_21;1.2;0;0.0
Train_21;1.3;1;0.0
Train_21;1.4;1;0.0
Train_21;1.5;1;0.0
Train_21;1.6;1;0.0
Train_21;1.7;1;0.0
Train_21;1.8;1;0.0
Train_21;1.9;1;0.0
Train_21;2.0;1;0.0
Train_21;2.1;1;0.0
Train_21;2.2;0;0.0
Train_21;2.3;0;0.0
Train_21;2.4;0;0.0
Train_21;2.5;0;0.0
Train_21;2.6;0;0.0
Train_21;2.7;0;0.0
Train_21;2.8;0;0.0
Train_21;2.9;0;0.0
Train_21;3.0;0;0.0
Train_21;3.1;0;0.0
Train_21;3.2;0;0.0
Train_21;3.3;0;0.0
Train_21;3.4;0;0.0
Train_21;3.5;0;0.0
Train_21;3.6;0;0.0
Train_21;3.7;0;0.0
Train_21;3.8;0;0.0
Train_21;3.9;0;0.0
Train_21;4.0;0;0.0
Train_21;4.1;0;1.0
Train_21;4.2;0;1.0
Train_21;4.3;0;0.0
Train_21;4.4;0;0.0
Train_21;4.5;0;0.0
Train_21;4.6;0;0.0
Train_21;4.7;0;0.0
Train_21;4.8;0;0.0
Train_21;4.9;0;0.0
Train_21;5.0;0;0.0
Train_21;5.1;0;0.0
Train_21;5.2;0;0.0
Train_21;5.3;0;1.0
Train_21;5.4;0;1.0
Train_21;5.5;0;1.0
Train_21;5.6;0;1.0
Train_21;5.7;0;1.0
Train_21;5.8;0;1.0
Train_21;5.9;0;1.0
Train_21;6.0;0;0.0
Train_21;6.1;0;0.0
Train_21;6.2;0;0.0
Train_21;6.3;0;1.0
Train_21;6.4;0;1.0
Train_21;6.5;0;1.0
Train_21;6.6;0;1.0
Train_21;6.7;0;1.0
Train_21;6.8;0;1.0
Train_21;6.9;0;1.0
Train_21;7.0;0;1.0
Train_21;7.1;0;1.0
Train_21;7.2;0;1.0
Train_21;7.3;0;1.0
Train_21;7.4;0;1.0
Train_21;7.5;0;1.0
Train_21;7.6;0;1.0
Train_21;7.7;0;1.0
Train_21;7.8;0;1.0
Train_21;7.9;0;1.0
Train_21;8.0;0;1.0
Train_21;8.1;0;1.0
Train_21;8.2;0;1.0
Train_21;8.3;0;1.0
Train_21;8.4;0;1.0
Train_21;8.5;0;1.0
Train_21;8.6;0;1.0
Train_21;8.7;0;1.0
Train_21;8.8;0;1.0
Train_21;8.9;0;1.0
Train_21;9.0;0;1.0
Train_21;9.1;0;1.0
Train_21;9.2;0;1.0
Train_21;9.3;0;1.0
Train_21;9.4;0;1.0
Train_21;9.5;0;1.0
Train_21;9.6;0;1.0
Train_21;9.7;0;1.0
Train_21;9.8;0;1.0
Train_21;9.9;0;1.0
Train_21;10.0;0;1.0
Train_21;10.1;0;1.0
Train_21;10.2;0;1.0
Train_21;10.3;0;1.0
Train_21;10.4;0;1.0
Train_21;10.5;0;1.0
Train_21;10.6;0;1.0
Train_21;10.7;0;1.0
Train_21;10.8;0;1.0
Train_21;10.9;0;1.0
Train_21;11.0;0;1.0
Train_21;11.1;0;1.0
Train_21;11.2;0;1.0
Train_21;11.3;0;1.0
Train_21;11.4;0;1.0
Train_21;11.5;0;1.0
Train_21;11.6;0;1.0
Train_21;11.7;0;1.0
Train_21;11.8;0;1.0
Train_21;11.9;0;1.0
Train_21;12.0;0;1.0
Train_21;12.1;0;1.0
Train_21;12.2;0;1.0
Train_21;12.3;0;1.0
Train_21;12.4;0;1.0
Train_21;12.5;0;1.0
Train_21;12.6;0;1.0
Train_21;12.7;0;1.0
Train_21;12.8;0;1.0
Train_21;12.9;0;1.0
Train_21;13.0;0;1.0
Train_21;13.1;0;1.0
Train_21;13.2;0;1.0
Train_21;13.3;0;1.0
Train_21;13.4;0;1.0
Train_21;13.5;0;1.0
Train_21;13.6;0;1.0
Train_21;13.7;0;1.0
Train_21;13.8;0;1.0
Train_21;13.9;0;1.0
Train_21;14.0;0;1.0
Train_21;14.1;0;1.0
Train_21;14.2;0;1.0
Train_21;14.3;0;1.0
Train_21;14.4;0;1.0
Train_21;14.5;0;1.0
Train_21;14.6;0;1.0
