'Train_20';0.000000;2.454575e+001;3.500925e-001;2.207817e+001;2.207817e+001;2.562046e+001;3.542294e+000;1.767755e+002;9.734917e+001;1.686291e+002;1.306307e+002;6.882588e-001;1.588854e+000;1.030358e-001;1.030358e-001;9.230168e-001;8.199810e-001;1.441168e+001;8.485706e+000;1.242180e+001;8.595070e+000;5.944542e-001;1.776619e+000;1.629981e+001;8.475118e-001;6.908665e+000;2.116922e+000;7.447904e+000;1.848695e+000;6.688787e+000;1.592156e+000;1.608976e-001;1.131868e+000;4.226720e+000;5.145333e-001;-7.557927e-003;-4.220065e+002;6.851048e+000;2.011373e+000;2.727311e+001;4.287440e-001;7.408463e+002;3.120015e-001;1.144678e+003;2.745196e-001;-4.042238e+001;-1.241051e+000;1.817839e+003;1.315913e-001;9.643363e+002;2.114043e-001;-4.388748e+001;-1.096372e+000;3.084087e+003;8.137604e-002;4.283089e+002;7.998950e-001;-5.156015e+001;-8.946649e-001;-1.165462e+001;-7.942987e-001;2.277671e+001;4.340713e-001;-5.101246e-004;-7.249094e+001;-7.118981e-003;-1.546441e+000;1.047515e+000;1.250848e+000;1.807725e+001;6.733237e-001;8.661585e+000;1.555413e+000;7.709989e+000;1.749195e+000;7.280243e+000;1.457677e+000;6.160717e+000;4.904442e+000;6.710074e-002;8.981468e-003;1.561726e+000;1.500000e+000;1.750000e+000;5.171428e-001;8.818603e-001;7.333333e-002;2.054805e-002;-2.661464e+001
'Train_20';0.100000;2.442948e+001;3.562462e-001;2.207817e+001;2.207817e+001;2.565540e+001;3.577238e+000;1.806073e+002;9.304023e+001;1.632049e+002;1.275503e+002;6.943625e-001;1.571336e+000;1.030358e-001;1.431101e-001;9.230168e-001;8.199810e-001;1.387576e+001;8.593804e+000;1.242180e+001;8.595070e+000;6.182519e-001;1.715953e+000;1.683049e+001;8.491668e-001;7.132723e+000;2.080903e+000;7.929466e+000;1.763728e+000;7.185287e+000;1.522718e+000;1.584195e-001;1.130438e+000;4.110944e+000;5.359654e-001;-1.509049e-001;-2.144742e+001;6.927483e+000;2.003106e+000;2.740442e+001;4.385616e-001;7.394700e+002;3.153418e-001;1.146195e+003;2.762588e-001;-4.220693e+001;-1.239092e+000;1.817248e+003;1.324524e-001;9.628621e+002;2.128423e-001;-4.559183e+001;-1.101594e+000;3.081599e+003;8.207019e-002;4.456998e+002;7.859133e-001;-5.314113e+001;-9.055689e-001;-1.198261e+001;-8.078649e-001;2.310269e+001;4.464192e-001;-1.079198e-004;-3.433040e+002;-6.954990e-003;-1.577927e+000;1.028366e+000;1.248580e+000;1.851834e+001;6.791152e-001;8.837328e+000;1.550583e+000;8.148884e+000;1.682006e+000;7.698373e+000;1.403739e+000;4.008470e+000;6.698704e+000;6.222818e-002;7.792946e-003;1.628587e+000;1.500000e+000;2;4.487500e-001;8.052707e-001;7.333333e-002;2.054805e-002;-2.656045e+001
'Train_20';0.200000;2.451580e+001;3.554309e-001;2.207817e+001;2.207817e+001;2.578702e+001;3.708851e+000;1.821214e+002;8.881444e+001;1.358836e+002;1.286496e+002;6.979552e-001;1.560886e+000;1.030358e-001;1.482854e-001;9.230168e-001;8.199810e-001;1.467115e+001;8.433513e+000;1.219588e+001;8.846241e+000;6.271188e-001;1.687097e+000;1.718301e+001;8.441329e-001;7.361669e+000;2.045599e+000;8.447005e+000;1.685941e+000;7.708535e+000;1.455663e+000;1.966306e-001;1.201837e+000;4.050560e+000;5.401117e-001;-1.429641e-001;-2.297139e+001;7.130183e+000;1.954067e+000;2.733100e+001;4.390808e-001;7.368546e+002;3.211942e-001;1.147398e+003;2.773172e-001;-4.220800e+001;-1.242910e+000;1.813549e+003;1.351938e-001;9.652191e+002;2.139124e-001;-4.572350e+001;-1.101164e+000;3.070949e+003;8.492356e-002;4.646667e+002;7.668645e-001;-5.313298e+001;-9.081804e-001;-1.243455e+001;-8.192408e-001;2.357620e+001;4.595747e-001;-4.973821e-004;-7.544332e+001;-6.701746e-003;-1.627560e+000;9.952293e-001;1.263124e+000;1.890361e+001;6.765067e-001;9.087542e+000;1.532650e+000;8.714499e+000;1.604389e+000;8.270229e+000;1.340716e+000;4.008470e+000;6.698704e+000;6.222818e-002;7.792946e-003;1.628587e+000;1.500000e+000;2;4.487500e-001;7.672750e-001;7.333333e-002;2.054805e-002;-2.652742e+001
'Train_20';0.300000;2.444867e+001;3.581991e-001;2.144037e+001;2.207817e+001;2.578702e+001;4.346642e+000;1.856743e+002;8.507629e+001;1.825367e+002;1.201128e+002;7.199607e-001;1.510798e+000;1.030358e-001;1.711796e-001;1.005914e+000;9.028778e-001;1.622818e+001;8.304535e+000;8.001159e+000;9.064136e+000;6.999891e-001;1.626654e+000;1.776085e+001;8.445126e-001;7.334668e+000;2.054411e+000;9.085410e+000;1.608140e+000;8.111435e+000;1.400856e+000;2.004441e-001;1.171862e+000;3.944861e+000;5.533220e-001;-2.372858e-001;-1.393420e+001;7.305644e+000;1.918138e+000;2.740216e+001;4.440959e-001;7.284064e+002;3.363624e-001;1.152503e+003;2.804439e-001;-4.254729e+001;-1.244800e+000;1.800661e+003;1.443842e-001;9.683936e+002;2.170075e-001;-4.611919e+001;-1.102230e+000;3.046556e+003;9.594806e-002;4.803974e+002;7.481037e-001;-5.342495e+001;-9.122849e-001;-1.273036e+001;-8.186729e-001;2.375925e+001;4.608074e-001;4.295435e-004;8.787928e+001;-6.499728e-003;-1.669062e+000;1.096781e+000;1.222536e+000;1.953512e+001;6.815791e-001;9.058033e+000;1.539272e+000;9.412210e+000;1.527550e+000;8.710557e+000;1.288337e+000;4.008470e+000;6.698704e+000;6.222818e-002;7.792946e-003;1.628587e+000;1.750000e+000;2;4.487500e-001;7.307263e-001;7.333333e-002;2.054805e-002;-2.581251e+001
'Train_20';0.400000;2.443075e+001;3.598997e-001;2.093086e+001;2.207817e+001;2.578789e+001;4.857029e+000;1.920043e+002;9.105139e+001;1.600796e+002;1.169920e+002;7.277491e-001;1.490265e+000;1.030358e-001;1.875406e-001;1.005914e+000;9.028778e-001;1.605045e+001;7.764544e+000;1.183675e+001;8.237134e+000;7.197106e-001;1.578274e+000;1.822973e+001;8.415398e-001;7.685919e+000;2.012572e+000;9.812882e+000;1.535575e+000;8.622852e+000;1.341861e+000;2.006195e-001;1.156104e+000;3.826482e+000;5.718905e-001;-2.780480e-001;-1.190060e+001;7.099778e+000;2.235379e+000;2.703795e+001;5.399086e-001;7.226499e+002;3.459529e-001;1.150743e+003;2.808385e-001;-4.264173e+001;-1.248977e+000;1.793885e+003;1.485437e-001;9.718209e+002;2.203209e-001;-4.629123e+001;-1.104054e+000;3.030202e+003;1.003041e-001;4.999271e+002;7.434798e-001;-5.336843e+001;-9.192405e-001;-1.328910e+001;-8.379568e-001;2.424024e+001;4.740378e-001;-1.385004e-004;-2.758249e+002;-6.369207e-003;-1.695873e+000;1.086845e+000;1.209568e+000;2.006144e+001;6.827968e-001;9.439013e+000;1.525483e+000;1.015366e+001;1.462639e+000;9.218444e+000;1.236184e+000;3.565952e+000;6.918410e+000;6.046740e-002;7.940332e-003;1.602845e+000;1.750000e+000;2;4.475000e-001;6.960019e-001;7.333333e-002;2.054805e-002;-2.570777e+001
'Train_20';0.500000;2.452005e+001;3.618572e-001;2.088783e+001;2.207817e+001;2.596911e+001;5.081285e+000;2.217542e+002;1.351210e+002;1.606564e+002;1.136857e+002;8.162503e-001;1.461780e+000;1.030358e-001;2.217994e-001;1.175176e+000;1.072140e+000;2.084284e+001;1.445026e+001;9.374613e+000;8.041981e+000;7.963839e-001;1.529886e+000;1.779336e+001;8.775502e-001;7.268306e+000;2.128525e+000;1.022161e+001;1.481962e+000;8.707391e+000;1.337175e+000;1.989225e-001;1.162466e+000;3.738939e+000;5.866628e-001;-3.364913e-001;-9.863690e+000;7.132276e+000;2.248289e+000;2.679162e+001;5.490993e-001;7.283211e+002;3.511721e-001;1.145097e+003;2.844615e-001;-4.570829e+001;-1.245761e+000;1.793861e+003;1.500938e-001;9.701310e+002;2.240650e-001;-4.902360e+001;-1.115627e+000;3.028827e+003;1.014100e-001;5.062786e+002;7.358068e-001;-5.590058e+001;-9.386145e-001;-1.316566e+001;-8.564533e-001;2.405580e+001;4.860008e-001;7.164333e-004;5.436846e+001;-6.144946e-003;-1.760686e+000;1.142207e+000;1.211464e+000;2.002102e+001;6.923889e-001;9.197140e+000;1.576437e+000;1.040531e+001;1.440586e+000;9.352381e+000;1.226062e+000;3.206363e+000;6.280872e+000;6.225640e-002;8.138115e-003;1.731095e+000;2;2.250000e+000;3.888889e-001;6.389825e-001;7.250000e-002;1.785357e-002;-2.488889e+001
'Train_20';0.600000;2.451979e+001;3.640413e-001;2.081507e+001;2.207817e+001;2.599046e+001;5.175385e+000;2.040110e+002;1.313018e+002;1.727775e+002;1.131662e+002;9.275779e-001;1.426670e+000;1.030358e-001;2.722903e-001;1.544022e+000;1.440986e+000;2.140840e+001;1.371183e+001;8.555920e+000;8.035652e+000;9.523699e-001;1.564759e+000;1.794588e+001;8.725176e-001;6.677686e+000;2.333699e+000;1.067708e+001;1.427373e+000;8.685122e+000;1.346584e+000;1.977291e-001;1.156201e+000;3.626711e+000;6.040389e-001;-4.562746e-001;-7.309192e+000;7.082938e+000;2.278613e+000;2.628569e+001;5.657477e-001;7.363022e+002;3.531389e-001;1.137694e+003;2.892260e-001;-4.656615e+001;-1.245257e+000;1.797442e+003;1.509452e-001;9.639338e+002;2.299844e-001;-4.954428e+001;-1.126186e+000;3.028393e+003;1.019692e-001;5.113977e+002;7.273723e-001;-5.624925e+001;-9.522697e-001;-1.300732e+001;-8.725910e-001;2.376295e+001;4.994473e-001;2.154082e-003;1.853370e+001;-5.846636e-003;-1.844539e+000;1.291145e+000;1.228906e+000;2.013985e+001;6.920303e-001;8.720623e+000;1.679462e+000;1.084317e+001;1.395420e+000;9.464684e+000;1.214261e+000;2.539326e+000;6.733400e+000;6.238230e-002;6.685617e-003;2.109561e+000;2.250000e+000;2.500000e+000;3.460000e-001;5.848282e-001;6.200000e-002;2.638181e-002;-2.295557e+001
'Train_20';0.700000;2.447485e+001;3.696522e-001;1.940817e+001;2.207817e+001;2.603220e+001;6.624031e+000;2.258616e+002;1.302137e+002;1.703703e+002;1.141406e+002;9.910970e-001;1.360094e+000;1.030358e-001;3.058955e-001;1.782274e+000;1.679238e+000;2.056724e+001;1.302789e+001;1.379199e+001;8.695724e+000;1.077996e+000;1.522446e+000;1.831103e+001;8.651540e-001;6.127958e+000;2.549804e+000;1.130680e+001;1.369278e+000;8.664041e+000;1.354365e+000;1.931790e-001;1.173078e+000;3.537720e+000;6.122113e-001;-5.996547e-001;-5.601133e+000;5.246566e+000;4.474838e+000;2.392360e+001;9.468491e-001;7.404017e+002;3.570094e-001;1.138631e+003;2.913524e-001;-4.639826e+001;-1.258023e+000;1.795678e+003;1.522999e-001;9.626439e+002;2.327212e-001;-4.923979e+001;-1.140554e+000;3.020256e+003;1.038156e-001;5.293165e+002;7.054909e-001;-5.578821e+001;-9.670514e-001;-1.298927e+001;-8.752632e-001;2.358022e+001;5.051020e-001;3.827141e-003;1.070260e+001;-5.667748e-003;-1.896548e+000;1.460312e+000;1.227069e+000;2.051108e+001;6.877576e-001;8.141546e+000;1.815576e+000;1.150471e+001;1.337849e+000;9.463550e+000;1.220382e+000;2.162515e+000;7.010626e+000;6.292716e-002;6.478970e-003;2.120606e+000;2.250000e+000;2.500000e+000;3.460000e-001;5.506578e-001;6.200000e-002;2.638181e-002;-2.212898e+001
'Train_20';0.800000;2.460117e+001;3.728267e-001;1.932037e+001;2.207817e+001;2.618252e+001;6.862148e+000;2.294283e+002;1.329924e+002;1.565753e+002;1.107890e+002;1.073067e+000;1.296796e+000;1.030358e-001;3.489975e-001;2.222804e+000;2.119768e+000;2.141818e+001;1.299757e+001;1.119721e+001;8.608928e+000;1.144245e+000;1.444134e+000;1.798404e+001;8.903199e-001;5.731707e+000;2.714828e+000;1.173540e+001;1.323814e+000;8.683164e+000;1.351774e+000;1.924388e-001;1.175811e+000;3.448111e+000;6.255496e-001;-6.770660e-001;-4.973197e+000;5.380377e+000;4.422468e+000;2.356689e+001;9.705134e-001;7.444959e+002;3.597378e-001;1.133075e+003;2.953959e-001;-4.978324e+001;-1.239170e+000;1.796757e+003;1.539459e-001;9.581855e+002;2.381342e-001;-5.222873e+001;-1.137283e+000;3.017688e+003;1.050131e-001;5.376204e+002;6.955542e-001;-5.857155e+001;-9.738880e-001;-1.290883e+001;-8.909407e-001;2.344333e+001;5.149203e-001;4.459983e-003;9.286186e+000;-5.371688e-003;-2.006794e+000;1.475111e+000;1.213988e+000;2.056432e+001;6.937048e-001;7.847682e+000;1.898410e+000;1.182022e+001;1.317622e+000;9.585382e+000;1.217272e+000;2.099130e+000;6.023282e+000;6.135786e-002;6.315405e-003;2.195823e+000;2.500000e+000;2.500000e+000;3.380000e-001;5.205920e-001;6.333333e-002;2.426703e-002;-2.192209e+001
'Train_20';0.900000;2.444291e+001;3.789135e-001;1.824057e+001;2.207817e+001;2.618252e+001;7.941950e+000;2.166572e+002;1.290400e+002;1.774681e+002;1.129266e+002;1.124302e+000;1.241446e+000;1.030358e-001;4.097503e-001;2.342832e+000;2.239796e+000;1.779182e+001;1.286103e+001;1.431052e+001;8.394872e+000;1.240501e+000;1.388624e+000;1.810064e+001;8.902668e-001;5.485451e+000;2.822196e+000;1.234007e+001;1.274952e+000;9.017579e+000;1.304935e+000;1.875549e-001;1.197777e+000;3.343399e+000;6.334049e-001;-8.171696e-001;-4.126552e+000;5.355785e+000;4.443914e+000;2.355712e+001;9.710370e-001;7.501505e+002;3.602858e-001;1.124757e+003;2.986486e-001;-4.913369e+001;-1.265333e+000;1.798367e+003;1.543363e-001;9.504606e+002;2.430891e-001;-5.141766e+001;-1.165312e+000;3.015839e+003;1.062936e-001;5.436371e+002;6.844026e-001;-5.772898e+001;-9.968725e-001;-1.290282e+001;-8.965069e-001;2.330788e+001;5.209729e-001;5.053287e-003;8.187552e+000;-4.848159e-003;-2.227079e+000;1.577949e+000;1.177865e+000;2.070172e+001;6.942187e-001;7.564171e+000;1.962096e+000;1.251858e+001;1.261814e+000;9.975574e+000;1.170002e+000;2.099130e+000;6.023282e+000;6.135786e-002;6.315405e-003;2.195823e+000;2.500000e+000;2.750000e+000;3.063636e-001;4.735029e-001;6.333333e-002;2.426703e-002;-2.138456e+001
