1.531700;2.244400
2.946500;3.276200
4.797300;7.754400
21.249942;21.414750
22.166687;26.632430
24.450993;28.264586
30.273184;31.931566
33.538444;34.929013
35.351333;37.473237
42.293874;44.621788
44.621788;48.866500
71.042583;71.547308
72.371348;77.109581
77.150783;77.367093
88.388634;91.592091
91.668494;92.647893
92.658193;96.286300
96.286300;97.286300
113.053193;117.029188
117.183696;118.048938
118.068688;118.522761
118.543362;124.327096
124.347697;128.107381
128.735712;130.610404
138.962200;139.366400
148.407800;152.890396
153.836600;154.229462
154.250063;160.008045
163.407212;165.199500
