0.669200;1.865600
3.163400;3.508100
5.008700;7.401600
8.172100;9.672700
12.953859;16.668361
18.100383;19.713753
25.814200;27.517600
32.201900;32.587100
34.554100;38.244800
38.731400;41.854300
42.178700;42.969600
44.208209;44.802279
49.720555;50.596027
50.596027;51.302658
51.302658;54.182336
54.182336;55.254789
56.133388;57.028800
63.430300;67.952400
68.236300;68.783800
70.183000;71.480800
71.841856;75.253070
75.253070;78.304716
79.328500;80.017900
86.571673;88.400784
88.400784;92.921971
92.921971;98.118523
98.118523;99.822566
99.822566;100.585478
100.585478;101.270222
101.979300;103.155400
104.777700;105.852400
110.475900;115.087046
115.087046;115.626500
118.465500;120.711953
120.711953;122.784800
124.082600;125.082600
127.631300;131.200200
133.153036;134.106400
138.845100;140.954100
142.130200;143.002200
144.452877;144.981287
144.981287;148.048566
149.430400;150.430400
155.351600;156.162800
158.008100;161.070100
163.544000;164.416000
166.058500;167.985000
170.512239;171.092239
171.092239;172.274126
172.274126;174.636200
