1.252900;1.739000
3.702500;4.413100
9.387100;10.883100
13.744100;14.110578
14.110578;15.333500
16.541273;17.305900
17.305900;21.521846
21.521846;22.036213
22.036213;23.974496
23.974496;24.404180
24.404180;26.291400
29.937800;30.629700
31.775600;32.700600
33.832200;34.326200
41.715600;44.957700
50.373100;52.591300
58.824000;59.767000
64.419000;65.584862
65.584862;66.365821
65.766772;69.527293
69.527293;69.822113
69.822113;70.310400
80.440700;82.461400
85.146600;86.146600
93.346000;94.396800
96.498300;97.299946
97.299946;98.101292
98.101292;98.797400
100.126500;101.342741
101.342741;105.811300
107.023700;108.175347
108.175347;108.772828
117.692900;118.411300
123.278900;125.479200
129.664200;132.204730
132.204730;132.834400
135.394000;140.808240
140.808240;141.968430
146.422300;147.985000
151.101300;155.079800
155.304300;155.708400
157.378900;157.944700
158.851700;159.148100
160.944200;162.174600
163.090600;163.425850
164.425850;164.761100
