0.736512;1.736512
6.534589;8.160000
11.272900;16.350200
19.644400;26.296626
26.296626;26.848227
31.582200;34.775921
34.775921;38.521165
38.521165;42.924568
46.149300;47.841800
50.552956;53.940913
56.673844;59.237534
62.832000;66.942200
69.994600;74.857865
75.080386;78.675193
79.968000;82.715500
89.336900;89.760000
91.875500;92.600900
96.560000;101.425700
102.574200;106.778625
106.778625;110.351493
110.351493;112.849780
115.267500;116.144000
117.504000;120.193700
124.243500;126.389300
129.411500;132.856800
135.486200;138.382841
138.382841;141.222331
141.222331;144.575813
144.575813;148.082640
149.932400;151.685300
153.952000;155.160800
158.485300;162.766102
162.766102;165.917960
168.791100;170.864604
