3.266918;3.730933
3.505196;4.505196
6.900659;9.785078
12.682038;17.522846
17.522846;21.145490
23.260331;25.420510
25.420510;26.349700
27.575800;28.441300
30.773400;31.773400
32.070350;36.544335
36.544335;38.936522
44.106530;44.789700
47.097547;49.530491
58.925232;61.999333
64.993486;66.122171
67.504811;68.175752
68.175752;71.985067
71.985067;74.922785
74.922785;75.634484
75.634484;76.064011
80.443939;80.980065
82.901966;84.939300
90.260370;90.634247
90.634247;92.003562
92.003562;92.564770
92.564770;92.897100
94.339700;95.339700
96.142076;99.126823
99.126823;102.453310
106.077646;106.566743
112.106500;116.423931
116.423931;118.405402
123.886900;125.064648
125.271573;126.271573
130.089700;131.412000
134.537400;139.514000
141.701800;146.029300
149.106700;149.941000
149.941000;150.941000
150.941000;151.775300
153.578400;155.628900
155.628900;156.758770
156.758770;157.449100
159.351611;160.593166
161.608300;164.662705
164.662705;165.286700
165.503100;168.983063
170.479700;171.479700
171.479700;172.210700
172.647300;174.079200
