0.948200;1.948200
4.657550;5.390000
7.136700;9.813476
9.813476;10.035480
10.035480;10.660716
10.982395;11.671060
12.128660;12.690465
15.571000;16.156444
21.004283;21.360300
26.925896;27.330400
35.640300;39.543870
39.543870;43.256771
43.818577;44.063234
44.058704;44.364525
44.364525;45.189111
45.189111;50.214040
50.594225;50.902312
53.819600;54.435100
55.863419;56.938400
59.777936;63.375304
63.375304;64.779818
64.779818;65.260072
65.260072;65.672364
65.672364;68.800806
68.800806;69.126200
75.671600;76.256058
79.816300;81.411985
81.411985;83.274099
83.274099;84.651429
84.651429;85.417800
85.764794;89.386001
91.922100;93.727700
96.154853;96.841100
103.904800;104.904800
109.403700;114.676900
117.795700;119.791400
119.791400;120.791400
122.494400;128.178000
129.860500;130.860500
138.478200;139.298900
141.843200;142.807500
144.202800;147.219000
148.285900;148.942500
150.399300;151.399300
151.399300;151.404700
153.866900;154.866900
154.687700;154.866900
157.108800;158.365800
158.365800;159.365800
160.986800;161.986800
162.012700;162.505100
163.982500;164.982500
166.403600;166.957600
167.593700;168.593700
168.593700;168.824800
173.708100;174.708100
