2.633291;3.573752
4.612800;5.809700
18.528216;19.144614
28.662533;32.484800
32.740500;35.042600
35.355200;37.609377
37.618442;37.971965
37.971965;43.057253
43.313000;44.313000
44.313000;48.758940
52.890800;53.658100
55.249700;55.903300
57.153800;58.262200
68.986784;69.460000
84.636600;84.858700
84.858700;85.858700
91.883800;94.018911
94.555400;98.278500
100.637400;101.092100
108.424600;108.894059
108.894059;109.138805
109.138805;111.124600
111.351900;114.650134
115.692573;116.118613
116.444941;116.775802
116.780335;120.304400
131.388500;131.757900
137.547528;141.177934
141.812462;142.224905
142.224905;144.264459
144.264459;144.472947
144.472947;150.573480
150.872614;152.168864
152.418143;155.114400
155.114400;156.114400
159.068300;159.533100
162.632300;163.045500
167.539300;169.083566
169.083566;170.070200
171.258200;175.631500
