3.242500;4.406000
5.569500;6.866500
19.190333;20.412970
20.412970;22.106300
29.545000;30.349538
30.349538;33.215119
33.215119;33.690112
33.690112;35.749455
35.749455;42.871222
43.318090;46.291700
46.787600;48.237200
63.324035;63.567822
63.402159;63.708404
63.708404;63.970900
64.295895;67.595845
67.595845;68.020838
68.020838;69.314569
69.314569;70.564550
70.767672;76.367586
76.367586;78.833174
78.833174;79.351916
79.351916;82.173748
82.173748;86.040760
86.823100;87.823100
88.234500;89.234500
91.267200;92.267200
98.442250;98.755650
98.754745;99.467234
104.084700;104.305400
104.305400;105.305400
111.866700;113.970138
113.970138;114.735752
115.307618;118.513819
118.513819;118.920720
120.585662;121.235653
121.235653;121.841893
121.841893;122.691880
122.691880;123.354370
123.354370;124.627000
125.351800;125.843630
125.843630;126.385574
126.385574;128.629290
128.629290;129.016784
129.679274;130.307389
130.969879;131.613619
132.551105;133.040490
133.040490;133.286400
133.286400;136.794790
136.794790;137.291658
137.435190;141.068400
139.866800;141.629092
141.819714;144.529048
144.529048;145.510283
147.496200;147.820500
148.430800;150.033000
150.681500;155.956998
155.956998;156.785100
157.700600;158.005800
164.834100;166.584962
168.687000;169.331013
169.331013;169.831400
169.831400;170.577479
170.577479;170.975800
172.177500;172.578000
174.371000;174.997300
