1.639000;2.143300
3.488100;8.972400
20.739600;21.412000
22.504600;27.136068
27.136068;27.585217
27.585217;31.116025
31.116025;34.979870
40.591815;41.165728
43.643400;44.610000
46.059900;46.669300
49.253800;49.611100
52.384503;52.994100
55.599700;60.145380
60.145380;65.425997
65.425997;68.283081
68.910018;72.069655
72.069655;73.968010
73.968010;79.518038
82.895200;83.630700
85.122600;87.908385
87.020640;88.020640
88.176627;90.777946
90.777946;91.174071
91.174071;91.867700
91.993700;95.313101
95.313101;98.986760
102.521100;103.781900
104.097100;104.454300
105.967200;106.345400
107.417100;110.064700
110.506000;114.339540
114.339540;117.564580
117.923400;121.388679
121.388679;122.105000
126.076400;126.772226
126.772226;131.956150
131.956150;135.466550
137.612400;138.612400
138.612400;138.852100
139.797700;144.788080
144.788080;146.441120
147.215200;151.487881
151.487881;154.758020
154.695700;158.562100
166.652000;167.555500
170.199292;172.393400
173.488700;174.488700
174.488700;175.168000
