0.879274;2.665017
2.665017;3.072928
3.072928;3.623900
4.586731;6.299956
8.674903;9.404611
9.975686;11.358050
11.358050;12.337036
12.337036;17.431389
17.431389;20.522446
20.391009;22.081572
22.077040;25.675720
26.042840;29.600728
28.046135;30.520794
30.520794;35.896152
39.359600;40.290700
48.268300;48.822000
50.875544;54.057248
54.057248;54.931990
54.931990;55.398821
55.398821;55.951767
56.219175;61.739568
61.739568;64.021603
64.021603;67.967007
67.967007;71.715254
75.526954;80.534200
82.452373;83.490280
83.490280;84.635100
84.635100;85.883356
86.962054;90.742028
90.742028;94.535598
94.535598;96.321341
94.680633;95.274370
97.494200;98.269850
102.025700;102.928900
102.928900;103.928900
105.673500;107.280545
107.280545;108.641600
108.641600;111.858211
111.858211;113.816183
113.816183;120.456064
130.010242;132.557419
132.657130;133.586260
133.586260;134.092940
134.746540;135.271770
135.054739;135.507974
135.618170;138.182056
138.503852;139.061330
139.061330;144.228200
144.228200;146.911347
150.868082;151.189878
151.035779;151.906910
151.906910;154.593667
160.594700;162.602950
162.602950;163.422671
163.422671;165.108702
165.108702;165.661648
166.042364;167.414500
167.414500;168.524700
169.113800;169.725600
171.674100;171.997862
172.011459;172.609729
